metrica,tipo_operacion,variacion_medida
104,AND,9.485714285714286
211,OR,48.24285714285714
104,OR,48.24285714285714
360,AND,5.085714285714285
126,AND,5.085714285714285
360,OR,30.257142857142856
126,OR,30.257142857142856
146,AND,1.0
222,AND,1.0
146,OR,18.214285714285715
222,OR,18.214285714285715
362,AND,15.32857142857143
276,AND,15.32857142857143
362,OR,40.34285714285714
276,OR,40.34285714285714
142,AND,1.0
147,AND,1.0
142,OR,16.785714285714285
147,OR,16.785714285714285
254,AND,1.0
242,AND,1.0
254,OR,24.685714285714287
242,OR,24.685714285714287
126,AND,3.142857142857143
210,AND,3.142857142857143
126,OR,24.771428571428572
210,OR,24.771428571428572
108,AND,4.942857142857143
184,AND,4.942857142857143
108,OR,32.285714285714285
184,OR,32.285714285714285
48,AND,12.742857142857142
143,AND,12.742857142857142
48,OR,18.942857142857143
143,OR,18.942857142857143
188,AND,11.042857142857143
64,AND,11.042857142857143
188,OR,12.957142857142857
64,OR,12.957142857142857
149,AND,10.17142857142857
143,AND,10.17142857142857
149,OR,41.714285714285715
143,OR,41.714285714285715
249,AND,24.257142857142856
43,AND,24.257142857142856
249,OR,29.34285714285714
43,OR,29.34285714285714
258,AND,8.457142857142857
355,AND,8.457142857142857
258,OR,29.857142857142858
355,OR,29.857142857142858
66,AND,16.17142857142857
247,AND,16.17142857142857
66,OR,17.2
247,OR,17.2
293,AND,14.114285714285714
180,AND,14.114285714285714
293,OR,27.0
180,OR,27.0
260,AND,14.1
108,AND,14.1
260,OR,18.642857142857142
108,OR,18.642857142857142
100,AND,1.0
328,AND,1.0
100,OR,31.84285714285714
328,OR,31.84285714285714
34,AND,5.957142857142857
150,AND,5.957142857142857
34,OR,12.957142857142857
150,OR,12.957142857142857
115,AND,8.414285714285715
182,AND,8.414285714285715
115,OR,40.68571428571428
182,OR,40.68571428571428
190,AND,1.0
225,AND,1.0
190,OR,19.357142857142858
225,OR,19.357142857142858
282,AND,10.514285714285714
181,AND,10.514285714285714
282,OR,39.4
181,OR,39.4
338,AND,10.614285714285714
254,AND,10.614285714285714
338,OR,24.385714285714286
254,OR,24.385714285714286
125,AND,9.185714285714285
299,AND,9.185714285714285
125,OR,23.885714285714286
299,OR,23.885714285714286
119,AND,1.0
201,AND,1.0
119,OR,21.4
201,OR,21.4
251,AND,3.3142857142857145
61,AND,3.3142857142857145
251,OR,15.928571428571429
61,OR,15.928571428571429
184,AND,20.65714285714286
362,AND,20.65714285714286
184,OR,40.31428571428572
362,OR,40.31428571428572
85,AND,14.2
289,AND,14.2
85,OR,13.014285714285714
289,OR,13.014285714285714
254,AND,1.0
94,AND,1.0
254,OR,19.514285714285716
94,OR,19.514285714285716
27,AND,23.285714285714285
343,AND,23.285714285714285
27,OR,11.442857142857143
343,OR,11.442857142857143
144,AND,9.8
193,AND,9.8
144,OR,44.15714285714286
193,OR,44.15714285714286
137,AND,7.0285714285714285
281,AND,7.0285714285714285
137,OR,21.242857142857144
281,OR,21.242857142857144
156,AND,8.457142857142857
365,AND,8.457142857142857
156,OR,22.271428571428572
365,OR,22.271428571428572
310,AND,23.642857142857142
69,AND,23.642857142857142
310,OR,31.714285714285715
69,OR,31.714285714285715
100,AND,6.0
222,AND,6.0
100,OR,33.41428571428571
222,OR,33.41428571428571
359,AND,10.271428571428572
242,AND,10.271428571428572
359,OR,21.271428571428572
242,OR,21.271428571428572
153,AND,1.0
109,AND,1.0
153,OR,20.3
109,OR,20.3
173,AND,24.47142857142857
302,AND,24.47142857142857
173,OR,44.371428571428574
302,OR,44.371428571428574
304,AND,1.0
143,AND,1.0
304,OR,35.142857142857146
143,OR,35.142857142857146
192,AND,1.0
130,AND,1.0
192,OR,19.0
130,OR,19.0
88,AND,1.0
219,AND,1.0
88,OR,26.271428571428572
219,OR,26.271428571428572
211,AND,11.057142857142857
242,AND,11.057142857142857
211,OR,40.128571428571426
242,OR,40.128571428571426
353,AND,2.9857142857142858
44,AND,2.9857142857142858
353,OR,21.8
44,OR,21.8
101,AND,6.485714285714286
203,AND,6.485714285714286
101,OR,25.685714285714287
203,OR,25.685714285714287
249,AND,7.557142857142857
257,AND,7.557142857142857
249,OR,15.142857142857142
257,OR,15.142857142857142
94,AND,1.0
262,AND,1.0
94,OR,20.0
262,OR,20.0
301,AND,1.0
338,AND,1.0
301,OR,38.871428571428574
338,OR,38.871428571428574
133,AND,10.085714285714285
169,AND,10.085714285714285
133,OR,13.82857142857143
169,OR,13.82857142857143
61,AND,10.885714285714286
232,AND,10.885714285714286
61,OR,28.442857142857143
232,OR,28.442857142857143
177,AND,2.0
328,AND,2.0
177,OR,34.55714285714286
328,OR,34.55714285714286
112,AND,24.62857142857143
313,AND,24.62857142857143
112,OR,20.32857142857143
313,OR,20.32857142857143
29,AND,22.957142857142856
310,AND,22.957142857142856
29,OR,12.628571428571428
310,OR,12.628571428571428
358,AND,12.285714285714286
157,AND,12.285714285714286
358,OR,18.15714285714286
157,OR,18.15714285714286
258,AND,1.0
361,AND,1.0
258,OR,38.114285714285714
361,OR,38.114285714285714
323,AND,19.042857142857144
45,AND,19.042857142857144
323,OR,13.5
45,OR,13.5
317,AND,4.985714285714286
98,AND,4.985714285714286
317,OR,17.614285714285714
98,OR,17.614285714285714
165,AND,9.714285714285714
369,AND,9.714285714285714
165,OR,23.885714285714286
369,OR,23.885714285714286
120,AND,8.285714285714286
186,AND,8.285714285714286
120,OR,42.42857142857143
186,OR,42.42857142857143
371,AND,3.9
103,AND,3.9
371,OR,28.15714285714286
103,OR,28.15714285714286
274,AND,1.0
88,AND,1.0
274,OR,17.085714285714285
88,OR,17.085714285714285
283,AND,14.642857142857142
173,AND,14.642857142857142
283,OR,38.871428571428574
173,OR,38.871428571428574
113,AND,6.671428571428572
257,AND,6.671428571428572
113,OR,18.057142857142857
257,OR,18.057142857142857
284,AND,1.0
352,AND,1.0
284,OR,38.01428571428571
352,OR,38.01428571428571
271,AND,14.657142857142857
117,AND,14.657142857142857
271,OR,30.0
117,OR,30.0
157,AND,20.47142857142857
317,AND,20.47142857142857
157,OR,31.928571428571427
317,OR,31.928571428571427
364,AND,1.0
129,AND,1.0
364,OR,28.885714285714286
129,OR,28.885714285714286
291,AND,1.0
60,AND,1.0
291,OR,20.442857142857143
60,OR,20.442857142857143
280,AND,1.0
65,AND,1.0
280,OR,16.97142857142857
65,OR,16.97142857142857
253,AND,13.971428571428572
40,AND,13.971428571428572
253,OR,22.32857142857143
40,OR,22.32857142857143
77,AND,37.871428571428574
197,AND,37.871428571428574
77,OR,20.32857142857143
197,OR,20.32857142857143
67,AND,11.285714285714286
295,AND,11.285714285714286
67,OR,23.985714285714284
295,OR,23.985714285714284
270,AND,3.757142857142857
39,AND,3.757142857142857
270,OR,34.385714285714286
39,OR,34.385714285714286
156,AND,8.471428571428572
239,AND,8.471428571428572
156,OR,14.114285714285714
239,OR,14.114285714285714
25,AND,9.614285714285714
65,AND,9.614285714285714
25,OR,17.314285714285713
65,OR,17.314285714285713
224,AND,11.185714285714285
300,AND,11.185714285714285
224,OR,22.742857142857144
300,OR,22.742857142857144
224,AND,1.0
125,AND,1.0
224,OR,17.442857142857143
125,OR,17.442857142857143
231,AND,1.0
58,AND,1.0
231,OR,16.52857142857143
58,OR,16.52857142857143
337,AND,5.5285714285714285
100,AND,5.5285714285714285
337,OR,32.957142857142856
100,OR,32.957142857142856
192,AND,14.871428571428572
234,AND,14.871428571428572
192,OR,18.5
234,OR,18.5
124,AND,1.0
370,AND,1.0
124,OR,28.714285714285715
370,OR,28.714285714285715
241,AND,22.52857142857143
326,AND,22.52857142857143
241,OR,28.185714285714287
326,OR,28.185714285714287
210,AND,9.157142857142857
338,AND,9.157142857142857
210,OR,39.614285714285714
338,OR,39.614285714285714
65,AND,11.928571428571429
220,AND,11.928571428571429
65,OR,16.857142857142858
220,OR,16.857142857142858
108,AND,9.2
143,AND,9.2
108,OR,19.185714285714287
143,OR,19.185714285714287
208,AND,1.0
191,AND,1.0
208,OR,23.8
191,OR,23.8
337,AND,12.585714285714285
283,AND,12.585714285714285
337,OR,26.32857142857143
283,OR,26.32857142857143
277,AND,13.914285714285715
173,AND,13.914285714285715
277,OR,36.885714285714286
173,OR,36.885714285714286
366,AND,18.857142857142858
115,AND,18.857142857142858
366,OR,32.4
115,OR,32.4
27,AND,1.0
275,AND,1.0
27,OR,17.5
275,OR,17.5
136,AND,7.1571428571428575
25,AND,7.1571428571428575
136,OR,13.585714285714285
25,OR,13.585714285714285
60,AND,4.457142857142857
221,AND,4.457142857142857
60,OR,25.7
221,OR,25.7
356,AND,10.957142857142857
153,AND,10.957142857142857
356,OR,22.514285714285716
153,OR,22.514285714285716
291,AND,18.571428571428573
371,AND,18.571428571428573
291,OR,24.65714285714286
371,OR,24.65714285714286
52,AND,21.15714285714286
317,AND,21.15714285714286
52,OR,30.985714285714284
317,OR,30.985714285714284
28,AND,3.2285714285714286
56,AND,3.2285714285714286
28,OR,19.185714285714287
56,OR,19.185714285714287
188,AND,19.414285714285715
307,AND,19.414285714285715
188,OR,26.728571428571428
307,OR,26.728571428571428
77,AND,10.457142857142857
150,AND,10.457142857142857
77,OR,26.942857142857143
150,OR,26.942857142857143
180,AND,25.5
278,AND,25.5
180,OR,34.27142857142857
278,OR,34.27142857142857
324,AND,2.0
185,AND,2.0
324,OR,36.9
185,OR,36.9
294,AND,1.0
347,AND,1.0
294,OR,30.042857142857144
347,OR,30.042857142857144
331,AND,19.32857142857143
80,AND,19.32857142857143
331,OR,14.9
80,OR,14.9
191,AND,15.728571428571428
348,AND,15.728571428571428
191,OR,43.371428571428574
348,OR,43.371428571428574
122,AND,1.0
256,AND,1.0
122,OR,31.1
256,OR,31.1
190,AND,1.0
104,AND,1.0
190,OR,22.857142857142858
104,OR,22.857142857142858
49,AND,2.8142857142857145
67,AND,2.8142857142857145
49,OR,11.514285714285714
67,OR,11.514285714285714
231,AND,18.271428571428572
279,AND,18.271428571428572
231,OR,45.58571428571429
279,OR,45.58571428571429
291,AND,14.8
271,AND,14.8
291,OR,22.614285714285714
271,OR,22.614285714285714
256,AND,1.0
221,AND,1.0
256,OR,25.914285714285715
221,OR,25.914285714285715
185,AND,2.2857142857142856
74,AND,2.2857142857142856
185,OR,21.142857142857142
74,OR,21.142857142857142
35,AND,1.0
268,AND,1.0
35,OR,23.685714285714287
268,OR,23.685714285714287
51,AND,18.357142857142858
111,AND,18.357142857142858
51,OR,24.428571428571427
111,OR,24.428571428571427
93,AND,1.0
56,AND,1.0
93,OR,10.371428571428572
56,OR,10.371428571428572
340,AND,14.957142857142857
188,AND,14.957142857142857
340,OR,33.32857142857143
188,OR,33.32857142857143
150,AND,8.0
132,AND,8.0
150,OR,39.4
132,OR,39.4
77,AND,9.6
175,AND,9.6
77,OR,24.114285714285714
175,OR,24.114285714285714
371,AND,21.557142857142857
38,AND,21.557142857142857
371,OR,9.585714285714285
38,OR,9.585714285714285
292,AND,1.0
338,AND,1.0
292,OR,33.857142857142854
338,OR,33.857142857142854
165,AND,2.4285714285714284
314,AND,2.4285714285714284
165,OR,39.47142857142857
314,OR,39.47142857142857
145,AND,13.0
274,AND,13.0
145,OR,18.642857142857142
274,OR,18.642857142857142
351,AND,14.271428571428572
178,AND,14.271428571428572
351,OR,42.957142857142856
178,OR,42.957142857142856
213,AND,10.757142857142858
132,AND,10.757142857142858
213,OR,16.614285714285714
132,OR,16.614285714285714
135,AND,2.6
68,AND,2.6
135,OR,14.771428571428572
68,OR,14.771428571428572
171,AND,1.0
243,AND,1.0
171,OR,25.985714285714284
243,OR,25.985714285714284
297,AND,19.84285714285714
107,AND,19.84285714285714
297,OR,27.957142857142856
107,OR,27.957142857142856
262,AND,8.685714285714285
119,AND,8.685714285714285
262,OR,28.271428571428572
119,OR,28.271428571428572
332,AND,15.3
330,AND,15.3
332,OR,18.314285714285713
330,OR,18.314285714285713
34,AND,20.571428571428573
323,AND,20.571428571428573
34,OR,22.97142857142857
323,OR,22.97142857142857
164,AND,1.0
244,AND,1.0
164,OR,24.47142857142857
244,OR,24.47142857142857
220,AND,1.0
135,AND,1.0
220,OR,21.6
135,OR,21.6
195,AND,15.242857142857142
80,AND,15.242857142857142
195,OR,14.9
80,OR,14.9
97,AND,6.957142857142857
199,AND,6.957142857142857
97,OR,36.285714285714285
199,OR,36.285714285714285
244,AND,9.9
261,AND,9.9
244,OR,18.085714285714285
261,OR,18.085714285714285
176,AND,3.8714285714285714
349,AND,3.8714285714285714
176,OR,40.52857142857143
349,OR,40.52857142857143
72,AND,2.8285714285714287
58,AND,2.8285714285714287
72,OR,19.728571428571428
58,OR,19.728571428571428
260,AND,8.5
132,AND,8.5
260,OR,14.857142857142858
132,OR,14.857142857142858
207,AND,16.042857142857144
114,AND,16.042857142857144
207,OR,31.014285714285716
114,OR,31.014285714285716
287,AND,1.0
294,AND,1.0
287,OR,26.4
294,OR,26.4
367,AND,9.442857142857143
214,AND,9.442857142857143
367,OR,41.58571428571429
214,OR,41.58571428571429
145,AND,20.242857142857144
308,AND,20.242857142857144
145,OR,26.514285714285716
308,OR,26.514285714285716
304,AND,20.271428571428572
122,AND,20.271428571428572
304,OR,22.885714285714286
122,OR,22.885714285714286
312,AND,16.457142857142856
159,AND,16.457142857142856
312,OR,38.2
159,OR,38.2
347,AND,19.67142857142857
166,AND,19.67142857142857
347,OR,35.714285714285715
166,OR,35.714285714285715
257,AND,10.485714285714286
204,AND,10.485714285714286
257,OR,13.371428571428572
204,OR,13.371428571428572
332,AND,9.914285714285715
333,AND,9.914285714285715
332,OR,23.357142857142858
333,OR,23.357142857142858
297,AND,21.428571428571427
178,AND,21.428571428571427
297,OR,16.485714285714284
178,OR,16.485714285714284
179,AND,13.357142857142858
164,AND,13.357142857142858
179,OR,42.92857142857143
164,OR,42.92857142857143
63,AND,1.0
248,AND,1.0
63,OR,16.071428571428573
248,OR,16.071428571428573
208,AND,10.985714285714286
130,AND,10.985714285714286
208,OR,23.785714285714285
130,OR,23.785714285714285
314,AND,6.0285714285714285
123,AND,6.0285714285714285
314,OR,26.15714285714286
123,OR,26.15714285714286
370,AND,21.685714285714287
191,AND,21.685714285714287
370,OR,34.6
191,OR,34.6
90,AND,6.228571428571429
306,AND,6.228571428571429
90,OR,38.31428571428572
306,OR,38.31428571428572
103,AND,1.0
187,AND,1.0
103,OR,21.8
187,OR,21.8
265,AND,1.0
201,AND,1.0
265,OR,25.47142857142857
201,OR,25.47142857142857
198,AND,22.62857142857143
286,AND,22.62857142857143
198,OR,43.457142857142856
286,OR,43.457142857142856
193,AND,11.628571428571428
76,AND,11.628571428571428
193,OR,31.7
76,OR,31.7
210,AND,1.0
371,AND,1.0
210,OR,38.48571428571429
371,OR,38.48571428571429
275,AND,15.771428571428572
26,AND,15.771428571428572
275,OR,8.957142857142857
26,OR,8.957142857142857
165,AND,2.0
104,AND,2.0
165,OR,19.02857142857143
104,OR,19.02857142857143
325,AND,6.1571428571428575
49,AND,6.1571428571428575
325,OR,25.771428571428572
49,OR,25.771428571428572
323,AND,3.0
112,AND,3.0
323,OR,28.957142857142856
112,OR,28.957142857142856
287,AND,9.442857142857143
251,AND,9.442857142857143
287,OR,20.914285714285715
251,OR,20.914285714285715
369,AND,6.0
98,AND,6.0
369,OR,23.271428571428572
98,OR,23.271428571428572
316,AND,12.114285714285714
250,AND,12.114285714285714
316,OR,25.771428571428572
250,OR,25.771428571428572
295,AND,15.528571428571428
281,AND,15.528571428571428
295,OR,25.414285714285715
281,OR,25.414285714285715
192,AND,14.014285714285714
353,AND,14.014285714285714
192,OR,21.514285714285716
353,OR,21.514285714285716
371,AND,22.071428571428573
101,AND,22.071428571428573
371,OR,19.071428571428573
101,OR,19.071428571428573
65,AND,5.228571428571429
141,AND,5.228571428571429
65,OR,12.314285714285715
141,OR,12.314285714285715
279,AND,16.15714285714286
80,AND,16.15714285714286
279,OR,21.97142857142857
80,OR,21.97142857142857
228,AND,11.685714285714285
188,AND,11.685714285714285
228,OR,45.5
188,OR,45.5
197,AND,9.728571428571428
92,AND,9.728571428571428
197,OR,49.128571428571426
92,OR,49.128571428571426
353,AND,18.428571428571427
333,AND,18.428571428571427
353,OR,29.1
333,OR,29.1
150,AND,14.814285714285715
326,AND,14.814285714285715
150,OR,35.44285714285714
326,OR,35.44285714285714
258,AND,4.385714285714286
248,AND,4.385714285714286
258,OR,32.81428571428572
248,OR,32.81428571428572
323,AND,2.0
196,AND,2.0
323,OR,34.05714285714286
196,OR,34.05714285714286
255,AND,13.771428571428572
344,AND,13.771428571428572
255,OR,18.87142857142857
344,OR,18.87142857142857
245,AND,12.8
203,AND,12.8
245,OR,26.65714285714286
203,OR,26.65714285714286
36,AND,3.3
151,AND,3.3
36,OR,25.7
151,OR,25.7
125,AND,10.457142857142857
197,AND,10.457142857142857
125,OR,42.92857142857143
197,OR,42.92857142857143
70,AND,1.0
187,AND,1.0
70,OR,16.65714285714286
187,OR,16.65714285714286
244,AND,1.0
304,AND,1.0
244,OR,33.27142857142857
304,OR,33.27142857142857
29,AND,24.114285714285714
104,AND,24.114285714285714
29,OR,20.414285714285715
104,OR,20.414285714285715
358,AND,1.0
60,AND,1.0
358,OR,25.714285714285715
60,OR,25.714285714285715
124,AND,19.271428571428572
52,AND,19.271428571428572
124,OR,32.72857142857143
52,OR,32.72857142857143
245,AND,1.0
370,AND,1.0
245,OR,33.4
370,OR,33.4
131,AND,9.014285714285714
36,AND,9.014285714285714
131,OR,13.785714285714286
36,OR,13.785714285714286
316,AND,26.742857142857144
77,AND,26.742857142857144
316,OR,22.82857142857143
77,OR,22.82857142857143
325,AND,1.0
258,AND,1.0
325,OR,37.15714285714286
258,OR,37.15714285714286
247,AND,3.2714285714285714
106,AND,3.2714285714285714
247,OR,25.7
106,OR,25.7
345,AND,8.3
115,AND,8.3
345,OR,15.9
115,OR,15.9
108,AND,7.442857142857143
169,AND,7.442857142857143
108,OR,11.485714285714286
169,OR,11.485714285714286
343,AND,1.0
298,AND,1.0
343,OR,32.77142857142857
298,OR,32.77142857142857
26,AND,3.2
63,AND,3.2
26,OR,8.057142857142857
63,OR,8.057142857142857
297,AND,1.0
75,AND,1.0
297,OR,29.542857142857144
75,OR,29.542857142857144
141,AND,1.0
130,AND,1.0
141,OR,21.285714285714285
130,OR,21.285714285714285
290,AND,17.17142857142857
32,AND,17.17142857142857
290,OR,17.228571428571428
32,OR,17.228571428571428
125,AND,1.0
364,AND,1.0
125,OR,29.114285714285714
364,OR,29.114285714285714
99,AND,17.885714285714286
287,AND,17.885714285714286
99,OR,26.142857142857142
287,OR,26.142857142857142
276,AND,19.65714285714286
73,AND,19.65714285714286
276,OR,32.5
73,OR,32.5
327,AND,7.4
267,AND,7.4
327,OR,30.114285714285714
267,OR,30.114285714285714
36,AND,1.0
240,AND,1.0
36,OR,18.571428571428573
240,OR,18.571428571428573
342,AND,18.37142857142857
359,AND,18.37142857142857
342,OR,20.34285714285714
359,OR,20.34285714285714
74,AND,1.0
247,AND,1.0
74,OR,21.814285714285713
247,OR,21.814285714285713
359,AND,7.628571428571429
212,AND,7.628571428571429
359,OR,25.428571428571427
212,OR,25.428571428571427
39,AND,3.4285714285714284
191,AND,3.4285714285714284
39,OR,20.314285714285713
191,OR,20.314285714285713
211,AND,19.014285714285716
334,AND,19.014285714285716
211,OR,52.17142857142857
334,OR,52.17142857142857
309,AND,21.32857142857143
206,AND,21.32857142857143
309,OR,47.92857142857143
206,OR,47.92857142857143
331,AND,1.0
300,AND,1.0
331,OR,35.58571428571429
300,OR,35.58571428571429
216,AND,1.0
366,AND,1.0
216,OR,28.442857142857143
366,OR,28.442857142857143
200,AND,9.685714285714285
199,AND,9.685714285714285
200,OR,48.08571428571429
199,OR,48.08571428571429
240,AND,1.0
141,AND,1.0
240,OR,24.571428571428573
141,OR,24.571428571428573
337,AND,18.32857142857143
81,AND,18.32857142857143
337,OR,19.285714285714285
81,OR,19.285714285714285
244,AND,11.142857142857142
163,AND,11.142857142857142
244,OR,34.4
163,OR,34.4
201,AND,12.114285714285714
297,AND,12.114285714285714
201,OR,19.5
297,OR,19.5
152,AND,7.071428571428571
133,AND,7.071428571428571
152,OR,10.657142857142857
133,OR,10.657142857142857
308,AND,13.557142857142857
277,AND,13.557142857142857
308,OR,33.9
277,OR,33.9
342,AND,15.785714285714286
370,AND,15.785714285714286
342,OR,24.87142857142857
370,OR,24.87142857142857
284,AND,1.0
230,AND,1.0
284,OR,28.142857142857142
230,OR,28.142857142857142
242,AND,12.057142857142857
225,AND,12.057142857142857
242,OR,19.457142857142856
225,OR,19.457142857142856
332,AND,1.0
313,AND,1.0
332,OR,37.81428571428572
313,OR,37.81428571428572
288,AND,11.314285714285715
295,AND,11.314285714285715
288,OR,30.942857142857143
295,OR,30.942857142857143
277,AND,11.014285714285714
200,AND,11.014285714285714
277,OR,35.5
200,OR,35.5
31,AND,4.0
44,AND,4.0
31,OR,6.928571428571429
44,OR,6.928571428571429
216,AND,1.0
308,AND,1.0
216,OR,29.97142857142857
308,OR,29.97142857142857
42,AND,15.557142857142857
42,AND,15.557142857142857
42,OR,14.714285714285714
42,OR,14.714285714285714
332,AND,27.12857142857143
178,AND,27.12857142857143
332,OR,44.51428571428571
178,OR,44.51428571428571
52,AND,15.357142857142858
81,AND,15.357142857142858
52,OR,23.34285714285714
81,OR,23.34285714285714
118,AND,13.7
304,AND,13.7
118,OR,16.928571428571427
304,OR,16.928571428571427
103,AND,1.0
334,AND,1.0
103,OR,24.142857142857142
334,OR,24.142857142857142
217,AND,13.757142857142858
266,AND,13.757142857142858
217,OR,36.34285714285714
266,OR,36.34285714285714
114,AND,1.0
361,AND,1.0
114,OR,26.742857142857144
361,OR,26.742857142857144
38,AND,3.0714285714285716
314,AND,3.0714285714285716
38,OR,24.357142857142858
314,OR,24.357142857142858
205,AND,1.0
161,AND,1.0
205,OR,19.114285714285714
161,OR,19.114285714285714
366,AND,1.0
299,AND,1.0
366,OR,38.7
299,OR,38.7
156,AND,5.257142857142857
235,AND,5.257142857142857
156,OR,24.085714285714285
235,OR,24.085714285714285
370,AND,9.628571428571428
53,AND,9.628571428571428
370,OR,21.771428571428572
53,OR,21.771428571428572
200,AND,14.67142857142857
340,AND,14.67142857142857
200,OR,29.1
340,OR,29.1
292,AND,1.0
363,AND,1.0
292,OR,38.7
363,OR,38.7
207,AND,3.0428571428571427
267,AND,3.0428571428571427
207,OR,30.142857142857142
267,OR,30.142857142857142
274,AND,1.0
281,AND,1.0
274,OR,32.34285714285714
281,OR,32.34285714285714
321,AND,25.928571428571427
77,AND,25.928571428571427
321,OR,25.771428571428572
77,OR,25.771428571428572
131,AND,10.771428571428572
310,AND,10.771428571428572
131,OR,32.94285714285714
310,OR,32.94285714285714
351,AND,1.0
127,AND,1.0
351,OR,24.47142857142857
127,OR,24.47142857142857
319,AND,19.642857142857142
100,AND,19.642857142857142
319,OR,29.65714285714286
100,OR,29.65714285714286
235,AND,1.0
63,AND,1.0
235,OR,18.357142857142858
63,OR,18.357142857142858
63,AND,4.9714285714285715
300,AND,4.9714285714285715
63,OR,18.142857142857142
300,OR,18.142857142857142
235,AND,20.557142857142857
282,AND,20.557142857142857
235,OR,33.371428571428574
282,OR,33.371428571428574
90,AND,18.4
363,AND,18.4
90,OR,16.685714285714287
363,OR,16.685714285714287
248,AND,7.3428571428571425
154,AND,7.3428571428571425
248,OR,24.1
154,OR,24.1
33,AND,26.014285714285716
315,AND,26.014285714285716
33,OR,18.614285714285714
315,OR,18.614285714285714
28,AND,13.085714285714285
68,AND,13.085714285714285
28,OR,18.585714285714285
68,OR,18.585714285714285
164,AND,11.528571428571428
224,AND,11.528571428571428
164,OR,43.07142857142857
224,OR,43.07142857142857
224,AND,1.0
61,AND,1.0
224,OR,18.8
61,OR,18.8
343,AND,6.414285714285715
27,AND,6.414285714285715
343,OR,24.771428571428572
27,OR,24.771428571428572
94,AND,1.0
317,AND,1.0
94,OR,19.585714285714285
317,OR,19.585714285714285
229,AND,4.871428571428571
304,AND,4.871428571428571
229,OR,39.871428571428574
304,OR,39.871428571428574
90,AND,5.271428571428571
65,AND,5.271428571428571
90,OR,13.085714285714285
65,OR,13.085714285714285
308,AND,1.0
173,AND,1.0
308,OR,27.985714285714284
173,OR,27.985714285714284
343,AND,3.2857142857142856
69,AND,3.2857142857142856
343,OR,20.942857142857143
69,OR,20.942857142857143
358,AND,1.0
127,AND,1.0
358,OR,23.47142857142857
127,OR,23.47142857142857
37,AND,24.6
333,AND,24.6
37,OR,11.542857142857143
333,OR,11.542857142857143
184,AND,1.0
291,AND,1.0
184,OR,32.871428571428574
291,OR,32.871428571428574
304,AND,1.0
343,AND,1.0
304,OR,36.1
343,OR,36.1
244,AND,6.885714285714286
187,AND,6.885714285714286
244,OR,17.685714285714287
187,OR,17.685714285714287
60,AND,14.971428571428572
298,AND,14.971428571428572
60,OR,26.442857142857143
298,OR,26.442857142857143
177,AND,7.285714285714286
226,AND,7.285714285714286
177,OR,18.47142857142857
226,OR,18.47142857142857
268,AND,16.242857142857144
104,AND,16.242857142857144
268,OR,30.742857142857144
104,OR,30.742857142857144
139,AND,9.442857142857143
297,AND,9.442857142857143
139,OR,30.771428571428572
297,OR,30.771428571428572
54,AND,21.885714285714286
354,AND,21.885714285714286
54,OR,14.114285714285714
354,OR,14.114285714285714
312,AND,17.857142857142858
54,AND,17.857142857142858
312,OR,15.214285714285714
54,OR,15.214285714285714
124,AND,7.857142857142857
161,AND,7.857142857142857
124,OR,37.15714285714286
161,OR,37.15714285714286
34,AND,1.0
351,AND,1.0
34,OR,24.885714285714286
351,OR,24.885714285714286
318,AND,18.614285714285714
224,AND,18.614285714285714
318,OR,27.4
224,OR,27.4
244,AND,1.0
207,AND,1.0
244,OR,21.7
207,OR,21.7
130,AND,1.0
125,AND,1.0
130,OR,18.414285714285715
125,OR,18.414285714285715
131,AND,1.0
285,AND,1.0
131,OR,30.1
285,OR,30.1
245,AND,16.642857142857142
299,AND,16.642857142857142
245,OR,22.87142857142857
299,OR,22.87142857142857
233,AND,1.0
240,AND,1.0
233,OR,27.214285714285715
240,OR,27.214285714285715
89,AND,17.057142857142857
288,AND,17.057142857142857
89,OR,37.74285714285714
288,OR,37.74285714285714
332,AND,2.0
370,AND,2.0
332,OR,36.142857142857146
370,OR,36.142857142857146
250,AND,4.271428571428571
39,AND,4.271428571428571
250,OR,16.52857142857143
39,OR,16.52857142857143
108,AND,20.87142857142857
280,AND,20.87142857142857
108,OR,37.285714285714285
280,OR,37.285714285714285
197,AND,24.557142857142857
46,AND,24.557142857142857
197,OR,17.585714285714285
46,OR,17.585714285714285
40,AND,19.742857142857144
325,AND,19.742857142857144
40,OR,10.385714285714286
325,OR,10.385714285714286
176,AND,8.4
303,AND,8.4
176,OR,36.3
303,OR,36.3
273,AND,10.7
147,AND,10.7
273,OR,16.757142857142856
147,OR,16.757142857142856
139,AND,19.17142857142857
347,AND,19.17142857142857
139,OR,14.785714285714286
347,OR,14.785714285714286
294,AND,16.1
176,AND,16.1
294,OR,19.242857142857144
176,OR,19.242857142857144
213,AND,13.985714285714286
193,AND,13.985714285714286
213,OR,43.52857142857143
193,OR,43.52857142857143
100,AND,1.0
350,AND,1.0
100,OR,20.87142857142857
350,OR,20.87142857142857
50,AND,3.4571428571428573
47,AND,3.4571428571428573
50,OR,11.157142857142857
47,OR,11.157142857142857
78,AND,20.7
336,AND,20.7
78,OR,18.3
336,OR,18.3
119,AND,5.071428571428571
294,AND,5.071428571428571
119,OR,20.228571428571428
294,OR,20.228571428571428
282,AND,22.557142857142857
74,AND,22.557142857142857
282,OR,22.042857142857144
74,OR,22.042857142857144
338,AND,1.0
194,AND,1.0
338,OR,33.4
194,OR,33.4
