metrica,tipo_operacion,variacion_medida
200,AND,1.0
260,AND,1.0
200,OR,23.271428571428572
260,OR,23.271428571428572
156,AND,6.257142857142857
222,AND,6.257142857142857
156,OR,15.342857142857143
222,OR,15.342857142857143
254,AND,4.5
274,AND,4.5
254,OR,40.3
274,OR,40.3
287,AND,14.128571428571428
324,AND,14.128571428571428
287,OR,26.4
324,OR,26.4
118,AND,5.314285714285714
52,AND,5.314285714285714
118,OR,20.428571428571427
52,OR,20.428571428571427
215,AND,16.15714285714286
322,AND,16.15714285714286
215,OR,29.685714285714287
322,OR,29.685714285714287
295,AND,15.757142857142858
342,AND,15.757142857142858
295,OR,21.742857142857144
342,OR,21.742857142857144
260,AND,1.0
158,AND,1.0
260,OR,20.857142857142858
158,OR,20.857142857142858
193,AND,2.0
85,AND,2.0
193,OR,30.557142857142857
85,OR,30.557142857142857
130,AND,8.657142857142857
343,AND,8.657142857142857
130,OR,16.32857142857143
343,OR,16.32857142857143
284,AND,17.642857142857142
153,AND,17.642857142857142
284,OR,24.557142857142857
153,OR,24.557142857142857
301,AND,2.6142857142857143
246,AND,2.6142857142857143
301,OR,42.371428571428574
246,OR,42.371428571428574
198,AND,10.985714285714286
204,AND,10.985714285714286
198,OR,36.57142857142857
204,OR,36.57142857142857
226,AND,12.414285714285715
184,AND,12.414285714285715
226,OR,44.8
184,OR,44.8
150,AND,11.857142857142858
363,AND,11.857142857142858
150,OR,19.785714285714285
363,OR,19.785714285714285
73,AND,10.7
247,AND,10.7
73,OR,19.82857142857143
247,OR,19.82857142857143
155,AND,10.585714285714285
135,AND,10.585714285714285
155,OR,16.071428571428573
135,OR,16.071428571428573
270,AND,10.485714285714286
207,AND,10.485714285714286
270,OR,36.714285714285715
207,OR,36.714285714285715
233,AND,10.071428571428571
352,AND,10.071428571428571
233,OR,19.9
352,OR,19.9
265,AND,9.714285714285714
263,AND,9.714285714285714
265,OR,24.67142857142857
263,OR,24.67142857142857
287,AND,13.9
25,AND,13.9
287,OR,17.285714285714285
25,OR,17.285714285714285
351,AND,18.585714285714285
353,AND,18.585714285714285
351,OR,20.4
353,OR,20.4
119,AND,3.4857142857142858
274,AND,3.4857142857142858
119,OR,27.542857142857144
274,OR,27.542857142857144
325,AND,2.0
343,AND,2.0
325,OR,38.8
343,OR,38.8
206,AND,7.357142857142857
142,AND,7.357142857142857
206,OR,43.44285714285714
142,OR,43.44285714285714
279,AND,12.67142857142857
93,AND,12.67142857142857
279,OR,13.8
93,OR,13.8
78,AND,5.0285714285714285
238,AND,5.0285714285714285
78,OR,24.914285714285715
238,OR,24.914285714285715
232,AND,1.0
205,AND,1.0
232,OR,23.928571428571427
205,OR,23.928571428571427
298,AND,22.65714285714286
44,AND,22.65714285714286
298,OR,19.514285714285716
44,OR,19.514285714285716
102,AND,1.0
358,AND,1.0
102,OR,28.457142857142856
358,OR,28.457142857142856
89,AND,1.0
316,AND,1.0
89,OR,29.67142857142857
316,OR,29.67142857142857
224,AND,13.371428571428572
34,AND,13.371428571428572
224,OR,7.671428571428572
34,OR,7.671428571428572
73,AND,2.4
138,AND,2.4
73,OR,17.514285714285716
138,OR,17.514285714285716
169,AND,5.942857142857143
307,AND,5.942857142857143
169,OR,22.914285714285715
307,OR,22.914285714285715
364,AND,19.685714285714287
346,AND,19.685714285714287
364,OR,22.728571428571428
346,OR,22.728571428571428
245,AND,10.728571428571428
53,AND,10.728571428571428
245,OR,15.2
53,OR,15.2
80,AND,17.757142857142856
340,AND,17.757142857142856
80,OR,27.357142857142858
340,OR,27.357142857142858
104,AND,1.0
279,AND,1.0
104,OR,22.585714285714285
279,OR,22.585714285714285
58,AND,2.757142857142857
50,AND,2.757142857142857
58,OR,15.814285714285715
50,OR,15.814285714285715
111,AND,14.4
156,AND,14.4
111,OR,24.5
156,OR,24.5
77,AND,1.0
270,AND,1.0
77,OR,22.257142857142856
270,OR,22.257142857142856
125,AND,7.185714285714286
217,AND,7.185714285714286
125,OR,30.757142857142856
217,OR,30.757142857142856
29,AND,1.0
282,AND,1.0
29,OR,17.67142857142857
282,OR,17.67142857142857
65,AND,7.114285714285714
126,AND,7.114285714285714
65,OR,16.014285714285716
126,OR,16.014285714285716
83,AND,7.514285714285714
366,AND,7.514285714285714
83,OR,20.957142857142856
366,OR,20.957142857142856
242,AND,16.085714285714285
310,AND,16.085714285714285
242,OR,28.67142857142857
310,OR,28.67142857142857
148,AND,5.228571428571429
190,AND,5.228571428571429
148,OR,22.557142857142857
190,OR,22.557142857142857
64,AND,13.914285714285715
292,AND,13.914285714285715
64,OR,10.4
292,OR,10.4
179,AND,5.914285714285715
40,AND,5.914285714285715
179,OR,16.257142857142856
40,OR,16.257142857142856
203,AND,12.914285714285715
232,AND,12.914285714285715
203,OR,25.4
232,OR,25.4
129,AND,1.0
106,AND,1.0
129,OR,15.742857142857142
106,OR,15.742857142857142
237,AND,17.985714285714284
277,AND,17.985714285714284
237,OR,46.81428571428572
277,OR,46.81428571428572
254,AND,3.1285714285714286
308,AND,3.1285714285714286
254,OR,45.94285714285714
308,OR,45.94285714285714
85,AND,7.442857142857143
108,AND,7.442857142857143
85,OR,12.8
108,OR,12.8
78,AND,6.2
155,AND,6.2
78,OR,21.142857142857142
155,OR,21.142857142857142
194,AND,1.0
353,AND,1.0
194,OR,36.51428571428571
353,OR,36.51428571428571
274,AND,11.642857142857142
292,AND,11.642857142857142
274,OR,20.3
292,OR,20.3
163,AND,6.957142857142857
197,AND,6.957142857142857
163,OR,15.814285714285715
197,OR,15.814285714285715
311,AND,1.0
196,AND,1.0
311,OR,39.92857142857143
196,OR,39.92857142857143
72,AND,23.757142857142856
175,AND,23.757142857142856
72,OR,37.42857142857143
175,OR,37.42857142857143
319,AND,23.02857142857143
341,AND,23.02857142857143
319,OR,26.714285714285715
341,OR,26.714285714285715
104,AND,9.67142857142857
277,AND,9.67142857142857
104,OR,30.47142857142857
277,OR,30.47142857142857
322,AND,13.071428571428571
287,AND,13.071428571428571
322,OR,27.542857142857144
287,OR,27.542857142857144
223,AND,4.885714285714286
152,AND,4.885714285714286
223,OR,16.485714285714284
152,OR,16.485714285714284
320,AND,1.0
130,AND,1.0
320,OR,19.4
130,OR,19.4
333,AND,12.7
255,AND,12.7
333,OR,23.385714285714286
255,OR,23.385714285714286
34,AND,2.757142857142857
121,AND,2.757142857142857
34,OR,12.457142857142857
121,OR,12.457142857142857
187,AND,2.6857142857142855
248,AND,2.6857142857142855
187,OR,22.314285714285713
248,OR,22.314285714285713
361,AND,18.571428571428573
169,AND,18.571428571428573
361,OR,23.87142857142857
169,OR,23.87142857142857
72,AND,24.0
233,AND,24.0
72,OR,23.0
233,OR,23.0
119,AND,1.0
95,AND,1.0
119,OR,11.685714285714285
95,OR,11.685714285714285
266,AND,3.085714285714286
308,AND,3.085714285714286
266,OR,39.51428571428571
308,OR,39.51428571428571
279,AND,1.0
142,AND,1.0
279,OR,29.67142857142857
142,OR,29.67142857142857
371,AND,14.657142857142857
291,AND,14.657142857142857
371,OR,30.47142857142857
291,OR,30.47142857142857
135,AND,9.985714285714286
273,AND,9.985714285714286
135,OR,14.528571428571428
273,OR,14.528571428571428
329,AND,12.714285714285714
143,AND,12.714285714285714
329,OR,17.185714285714287
143,OR,17.185714285714287
302,AND,1.0
315,AND,1.0
302,OR,33.871428571428574
315,OR,33.871428571428574
262,AND,13.457142857142857
44,AND,13.457142857142857
262,OR,11.085714285714285
44,OR,11.085714285714285
356,AND,13.6
342,AND,13.6
356,OR,21.928571428571427
342,OR,21.928571428571427
281,AND,2.0
342,AND,2.0
281,OR,40.114285714285714
342,OR,40.114285714285714
84,AND,18.7
137,AND,18.7
84,OR,27.014285714285716
137,OR,27.014285714285716
42,AND,9.142857142857142
116,AND,9.142857142857142
42,OR,5.9
116,OR,5.9
323,AND,16.185714285714287
249,AND,16.185714285714287
323,OR,36.142857142857146
249,OR,36.142857142857146
253,AND,16.82857142857143
52,AND,16.82857142857143
253,OR,15.242857142857142
52,OR,15.242857142857142
266,AND,1.0
369,AND,1.0
266,OR,34.857142857142854
369,OR,34.857142857142854
238,AND,12.642857142857142
191,AND,12.642857142857142
238,OR,23.17142857142857
191,OR,23.17142857142857
262,AND,7.042857142857143
44,AND,7.042857142857143
262,OR,14.914285714285715
44,OR,14.914285714285715
228,AND,8.742857142857142
220,AND,8.742857142857142
228,OR,39.58571428571429
220,OR,39.58571428571429
51,AND,18.928571428571427
270,AND,18.928571428571427
51,OR,13.914285714285715
270,OR,13.914285714285715
58,AND,1.0
192,AND,1.0
58,OR,16.1
192,OR,16.1
362,AND,15.742857142857142
88,AND,15.742857142857142
362,OR,22.82857142857143
88,OR,22.82857142857143
123,AND,9.085714285714285
188,AND,9.085714285714285
123,OR,25.042857142857144
188,OR,25.042857142857144
323,AND,1.0
272,AND,1.0
323,OR,37.92857142857143
272,OR,37.92857142857143
227,AND,15.657142857142857
178,AND,15.657142857142857
227,OR,48.74285714285714
178,OR,48.74285714285714
90,AND,1.0
81,AND,1.0
90,OR,17.142857142857142
81,OR,17.142857142857142
153,AND,10.542857142857143
218,AND,10.542857142857143
153,OR,35.84285714285714
218,OR,35.84285714285714
241,AND,8.8
224,AND,8.8
241,OR,14.757142857142858
224,OR,14.757142857142858
159,AND,9.4
182,AND,9.4
159,OR,42.08571428571429
182,OR,42.08571428571429
46,AND,4.985714285714286
118,AND,4.985714285714286
46,OR,20.428571428571427
118,OR,20.428571428571427
221,AND,1.0
62,AND,1.0
221,OR,21.0
62,OR,21.0
168,AND,9.042857142857143
181,AND,9.042857142857143
168,OR,22.62857142857143
181,OR,22.62857142857143
61,AND,10.371428571428572
141,AND,10.371428571428572
61,OR,19.928571428571427
141,OR,19.928571428571427
285,AND,1.0
247,AND,1.0
285,OR,24.757142857142856
247,OR,24.757142857142856
124,AND,7.0
228,AND,7.0
124,OR,29.771428571428572
228,OR,29.771428571428572
127,AND,1.0
129,AND,1.0
127,OR,11.8
129,OR,11.8
305,AND,1.0
133,AND,1.0
305,OR,28.771428571428572
133,OR,28.771428571428572
242,AND,7.185714285714286
127,AND,7.185714285714286
242,OR,30.042857142857144
127,OR,30.042857142857144
369,AND,18.142857142857142
133,AND,18.142857142857142
369,OR,35.27142857142857
133,OR,35.27142857142857
337,AND,6.228571428571429
89,AND,6.228571428571429
337,OR,21.67142857142857
89,OR,21.67142857142857
306,AND,18.34285714285714
44,AND,18.34285714285714
306,OR,18.271428571428572
44,OR,18.271428571428572
364,AND,20.242857142857144
333,AND,20.242857142857144
364,OR,28.057142857142857
333,OR,28.057142857142857
161,AND,6.928571428571429
28,AND,6.928571428571429
161,OR,41.371428571428574
28,OR,41.371428571428574
218,AND,5.8428571428571425
101,AND,5.8428571428571425
218,OR,26.02857142857143
101,OR,26.02857142857143
154,AND,6.9714285714285715
136,AND,6.9714285714285715
154,OR,20.34285714285714
136,OR,20.34285714285714
234,AND,16.82857142857143
90,AND,16.82857142857143
234,OR,17.428571428571427
90,OR,17.428571428571427
371,AND,1.0
116,AND,1.0
371,OR,28.728571428571428
116,OR,28.728571428571428
219,AND,1.0
136,AND,1.0
219,OR,15.9
136,OR,15.9
322,AND,2.0
317,AND,2.0
322,OR,30.67142857142857
317,OR,30.67142857142857
335,AND,5.5285714285714285
95,AND,5.5285714285714285
335,OR,17.057142857142857
95,OR,17.057142857142857
114,AND,1.0
296,AND,1.0
114,OR,28.285714285714285
296,OR,28.285714285714285
249,AND,15.785714285714286
266,AND,15.785714285714286
249,OR,35.68571428571428
266,OR,35.68571428571428
344,AND,13.714285714285714
277,AND,13.714285714285714
344,OR,20.814285714285713
277,OR,20.814285714285713
324,AND,1.0
61,AND,1.0
324,OR,34.957142857142856
61,OR,34.957142857142856
339,AND,12.7
273,AND,12.7
339,OR,23.814285714285713
273,OR,23.814285714285713
293,AND,8.257142857142858
286,AND,8.257142857142858
293,OR,27.642857142857142
286,OR,27.642857142857142
33,AND,18.142857142857142
77,AND,18.142857142857142
33,OR,12.471428571428572
77,OR,12.471428571428572
121,AND,14.7
91,AND,14.7
121,OR,22.2
91,OR,22.2
360,AND,9.842857142857143
307,AND,9.842857142857143
360,OR,41.8
307,OR,41.8
327,AND,1.0
186,AND,1.0
327,OR,36.75714285714286
186,OR,36.75714285714286
324,AND,2.5428571428571427
305,AND,2.5428571428571427
324,OR,45.42857142857143
305,OR,45.42857142857143
156,AND,1.0
114,AND,1.0
156,OR,18.47142857142857
114,OR,18.47142857142857
220,AND,11.928571428571429
172,AND,11.928571428571429
220,OR,24.185714285714287
172,OR,24.185714285714287
140,AND,7.485714285714286
77,AND,7.485714285714286
140,OR,18.514285714285716
77,OR,18.514285714285716
272,AND,19.7
177,AND,19.7
272,OR,44.957142857142856
177,OR,44.957142857142856
51,AND,14.314285714285715
278,AND,14.314285714285715
51,OR,15.214285714285714
278,OR,15.214285714285714
262,AND,9.928571428571429
127,AND,9.928571428571429
262,OR,28.114285714285714
127,OR,28.114285714285714
367,AND,19.514285714285716
190,AND,19.514285714285716
367,OR,33.114285714285714
190,OR,33.114285714285714
58,AND,1.0
104,AND,1.0
58,OR,12.414285714285715
104,OR,12.414285714285715
366,AND,1.0
285,AND,1.0
366,OR,36.7
285,OR,36.7
342,AND,1.0
65,AND,1.0
342,OR,21.514285714285716
65,OR,21.514285714285716
272,AND,8.485714285714286
177,AND,8.485714285714286
272,OR,17.6
177,OR,17.6
199,AND,19.585714285714285
70,AND,19.585714285714285
199,OR,24.585714285714285
70,OR,24.585714285714285
211,AND,9.514285714285714
192,AND,9.514285714285714
211,OR,14.842857142857143
192,OR,14.842857142857143
95,AND,6.171428571428572
234,AND,6.171428571428572
95,OR,27.985714285714284
234,OR,27.985714285714284
141,AND,10.371428571428572
40,AND,10.371428571428572
141,OR,5.628571428571429
40,OR,5.628571428571429
215,AND,1.0
240,AND,1.0
215,OR,37.4
240,OR,37.4
192,AND,6.671428571428572
205,AND,6.671428571428572
192,OR,15.8
205,OR,15.8
273,AND,1.0
205,AND,1.0
273,OR,26.84285714285714
205,OR,26.84285714285714
369,AND,7.9714285714285715
129,AND,7.9714285714285715
369,OR,21.085714285714285
129,OR,21.085714285714285
352,AND,23.642857142857142
162,AND,23.642857142857142
352,OR,35.871428571428574
162,OR,35.871428571428574
197,AND,7.671428571428572
176,AND,7.671428571428572
197,OR,27.8
176,OR,27.8
162,AND,15.842857142857143
264,AND,15.842857142857143
162,OR,36.67142857142857
264,OR,36.67142857142857
90,AND,17.485714285714284
184,AND,17.485714285714284
90,OR,23.557142857142857
184,OR,23.557142857142857
292,AND,16.34285714285714
135,AND,16.34285714285714
292,OR,34.52857142857143
135,OR,34.52857142857143
251,AND,12.185714285714285
356,AND,12.185714285714285
251,OR,20.02857142857143
356,OR,20.02857142857143
367,AND,20.228571428571428
70,AND,20.228571428571428
367,OR,21.67142857142857
70,OR,21.67142857142857
112,AND,1.0
270,AND,1.0
112,OR,28.17142857142857
270,OR,28.17142857142857
50,AND,5.942857142857143
157,AND,5.942857142857143
50,OR,23.228571428571428
157,OR,23.228571428571428
315,AND,1.0
72,AND,1.0
315,OR,22.414285714285715
72,OR,22.414285714285715
71,AND,1.0
132,AND,1.0
71,OR,16.714285714285715
132,OR,16.714285714285715
190,AND,24.34285714285714
255,AND,24.34285714285714
190,OR,31.0
255,OR,31.0
82,AND,1.0
289,AND,1.0
82,OR,18.614285714285714
289,OR,18.614285714285714
264,AND,8.571428571428571
103,AND,8.571428571428571
264,OR,20.985714285714284
103,OR,20.985714285714284
207,AND,13.085714285714285
213,AND,13.085714285714285
207,OR,28.142857142857142
213,OR,28.142857142857142
288,AND,7.914285714285715
263,AND,7.914285714285715
288,OR,36.31428571428572
263,OR,36.31428571428572
132,AND,7.857142857142857
298,AND,7.857142857142857
132,OR,16.228571428571428
298,OR,16.228571428571428
165,AND,20.34285714285714
281,AND,20.34285714285714
165,OR,26.52857142857143
281,OR,26.52857142857143
208,AND,4.728571428571429
35,AND,4.728571428571429
208,OR,45.371428571428574
35,OR,45.371428571428574
75,AND,1.0
268,AND,1.0
75,OR,21.12857142857143
268,OR,21.12857142857143
210,AND,5.014285714285714
116,AND,5.014285714285714
210,OR,23.285714285714285
116,OR,23.285714285714285
235,AND,13.614285714285714
80,AND,13.614285714285714
235,OR,20.542857142857144
80,OR,20.542857142857144
297,AND,24.314285714285713
184,AND,24.314285714285713
297,OR,47.32857142857143
184,OR,47.32857142857143
268,AND,4.428571428571429
138,AND,4.428571428571429
268,OR,28.9
138,OR,28.9
272,AND,16.62857142857143
63,AND,16.62857142857143
272,OR,8.057142857142857
63,OR,8.057142857142857
295,AND,16.5
158,AND,16.5
295,OR,44.542857142857144
158,OR,44.542857142857144
292,AND,3.357142857142857
240,AND,3.357142857142857
292,OR,28.314285714285713
240,OR,28.314285714285713
35,AND,5.285714285714286
324,AND,5.285714285714286
35,OR,27.62857142857143
324,OR,27.62857142857143
263,AND,17.357142857142858
272,AND,17.357142857142858
263,OR,23.15714285714286
272,OR,23.15714285714286
41,AND,9.771428571428572
113,AND,9.771428571428572
41,OR,34.371428571428574
113,OR,34.371428571428574
71,AND,5.514285714285714
141,AND,5.514285714285714
71,OR,28.65714285714286
141,OR,28.65714285714286
59,AND,10.32857142857143
277,AND,10.32857142857143
59,OR,20.37142857142857
277,OR,20.37142857142857
316,AND,1.0
197,AND,1.0
316,OR,38.628571428571426
197,OR,38.628571428571426
108,AND,7.7
173,AND,7.7
108,OR,18.142857142857142
173,OR,18.142857142857142
111,AND,20.2
317,AND,20.2
111,OR,34.25714285714286
317,OR,34.25714285714286
124,AND,12.6
183,AND,12.6
124,OR,48.02857142857143
183,OR,48.02857142857143
66,AND,11.285714285714286
117,AND,11.285714285714286
66,OR,23.414285714285715
117,OR,23.414285714285715
331,AND,26.357142857142858
86,AND,26.357142857142858
331,OR,18.242857142857144
86,OR,18.242857142857144
80,AND,7.542857142857143
98,AND,7.542857142857143
80,OR,18.52857142857143
98,OR,18.52857142857143
285,AND,1.0
112,AND,1.0
285,OR,21.385714285714286
112,OR,21.385714285714286
345,AND,9.242857142857142
243,AND,9.242857142857142
345,OR,20.071428571428573
243,OR,20.071428571428573
278,AND,16.785714285714285
259,AND,16.785714285714285
278,OR,23.285714285714285
259,OR,23.285714285714285
236,AND,12.857142857142858
214,AND,12.857142857142858
236,OR,38.68571428571428
214,OR,38.68571428571428
311,AND,14.271428571428572
171,AND,14.271428571428572
311,OR,38.371428571428574
171,OR,38.371428571428574
282,AND,16.685714285714287
328,AND,16.685714285714287
282,OR,26.757142857142856
328,OR,26.757142857142856
192,AND,5.671428571428572
226,AND,5.671428571428572
192,OR,31.4
226,OR,31.4
227,AND,1.0
159,AND,1.0
227,OR,22.614285714285714
159,OR,22.614285714285714
65,AND,6.385714285714286
45,AND,6.385714285714286
65,OR,11.6
45,OR,11.6
285,AND,2.0
324,AND,2.0
285,OR,36.2
324,OR,36.2
108,AND,3.9857142857142858
82,AND,3.9857142857142858
108,OR,12.628571428571428
82,OR,12.628571428571428
66,AND,13.957142857142857
223,AND,13.957142857142857
66,OR,12.042857142857143
223,OR,12.042857142857143
249,AND,2.942857142857143
282,AND,2.942857142857143
249,OR,35.8
282,OR,35.8
179,AND,4.742857142857143
95,AND,4.742857142857143
179,OR,20.428571428571427
95,OR,20.428571428571427
330,AND,13.557142857142857
181,AND,13.557142857142857
330,OR,27.057142857142857
181,OR,27.057142857142857
110,AND,9.071428571428571
171,AND,9.071428571428571
110,OR,42.94285714285714
171,OR,42.94285714285714
189,AND,9.614285714285714
189,AND,9.614285714285714
189,OR,34.885714285714286
189,OR,34.885714285714286
204,AND,14.2
277,AND,14.2
204,OR,37.77142857142857
277,OR,37.77142857142857
42,AND,1.0
340,AND,1.0
42,OR,20.057142857142857
340,OR,20.057142857142857
145,AND,14.071428571428571
246,AND,14.071428571428571
145,OR,20.914285714285715
246,OR,20.914285714285715
152,AND,1.0
302,AND,1.0
152,OR,28.585714285714285
302,OR,28.585714285714285
60,AND,11.542857142857143
257,AND,11.542857142857143
60,OR,16.014285714285716
257,OR,16.014285714285716
194,AND,5.328571428571428
100,AND,5.328571428571428
194,OR,17.02857142857143
100,OR,17.02857142857143
141,AND,7.5
224,AND,7.5
141,OR,14.071428571428571
224,OR,14.071428571428571
242,AND,3.3714285714285714
120,AND,3.3714285714285714
242,OR,25.428571428571427
120,OR,25.428571428571427
100,AND,1.0
133,AND,1.0
100,OR,14.9
133,OR,14.9
71,AND,1.0
136,AND,1.0
71,OR,12.628571428571428
136,OR,12.628571428571428
269,AND,19.0
36,AND,19.0
269,OR,22.12857142857143
36,OR,22.12857142857143
135,AND,20.34285714285714
300,AND,20.34285714285714
135,OR,32.885714285714286
300,OR,32.885714285714286
337,AND,14.914285714285715
227,AND,14.914285714285715
337,OR,25.742857142857144
227,OR,25.742857142857144
324,AND,10.757142857142858
215,AND,10.757142857142858
324,OR,26.485714285714284
215,OR,26.485714285714284
209,AND,6.1571428571428575
303,AND,6.1571428571428575
209,OR,30.428571428571427
303,OR,30.428571428571427
264,AND,1.0
356,AND,1.0
264,OR,33.84285714285714
356,OR,33.84285714285714
103,AND,1.0
48,AND,1.0
103,OR,12.157142857142857
48,OR,12.157142857142857
50,AND,13.985714285714286
220,AND,13.985714285714286
50,OR,17.37142857142857
220,OR,17.37142857142857
73,AND,1.0
271,AND,1.0
73,OR,18.942857142857143
271,OR,18.942857142857143
44,AND,16.32857142857143
299,AND,16.32857142857143
44,OR,9.414285714285715
299,OR,9.414285714285715
48,AND,1.0
243,AND,1.0
48,OR,24.32857142857143
243,OR,24.32857142857143
260,AND,13.585714285714285
27,AND,13.585714285714285
260,OR,10.471428571428572
27,OR,10.471428571428572
35,AND,5.2
127,AND,5.2
35,OR,19.5
127,OR,19.5
161,AND,6.714285714285714
321,AND,6.714285714285714
161,OR,26.428571428571427
321,OR,26.428571428571427
143,AND,1.0
291,AND,1.0
143,OR,25.17142857142857
291,OR,25.17142857142857
315,AND,21.985714285714284
150,AND,21.985714285714284
315,OR,28.62857142857143
150,OR,28.62857142857143
151,AND,14.257142857142858
248,AND,14.257142857142858
151,OR,20.057142857142857
248,OR,20.057142857142857
172,AND,12.228571428571428
175,AND,12.228571428571428
172,OR,18.97142857142857
175,OR,18.97142857142857
214,AND,3.8142857142857145
286,AND,3.8142857142857145
214,OR,33.3
286,OR,33.3
267,AND,7.428571428571429
358,AND,7.428571428571429
267,OR,24.142857142857142
358,OR,24.142857142857142
98,AND,7.042857142857143
273,AND,7.042857142857143
98,OR,23.142857142857142
273,OR,23.142857142857142
168,AND,2.2857142857142856
219,AND,2.2857142857142856
168,OR,19.1
219,OR,19.1
173,AND,9.785714285714286
212,AND,9.785714285714286
173,OR,35.5
212,OR,35.5
172,AND,1.0
101,AND,1.0
172,OR,15.871428571428572
101,OR,15.871428571428572
302,AND,24.185714285714287
109,AND,24.185714285714287
302,OR,37.97142857142857
109,OR,37.97142857142857
306,AND,1.0
356,AND,1.0
306,OR,34.68571428571428
356,OR,34.68571428571428
113,AND,1.0
299,AND,1.0
113,OR,28.571428571428573
299,OR,28.571428571428573
120,AND,1.0
253,AND,1.0
120,OR,20.071428571428573
253,OR,20.071428571428573
326,AND,26.8
118,AND,26.8
326,OR,20.442857142857143
118,OR,20.442857142857143
247,AND,1.0
330,AND,1.0
247,OR,40.31428571428572
330,OR,40.31428571428572
110,AND,30.685714285714287
36,AND,30.685714285714287
110,OR,16.914285714285715
36,OR,16.914285714285715
98,AND,12.257142857142858
117,AND,12.257142857142858
98,OR,21.17142857142857
117,OR,21.17142857142857
147,AND,4.928571428571429
222,AND,4.928571428571429
147,OR,15.128571428571428
222,OR,15.128571428571428
63,AND,16.571428571428573
323,AND,16.571428571428573
63,OR,16.957142857142856
323,OR,16.957142857142856
292,AND,1.0
344,AND,1.0
292,OR,33.714285714285715
344,OR,33.714285714285715
289,AND,2.2857142857142856
172,AND,2.2857142857142856
289,OR,25.84285714285714
172,OR,25.84285714285714
258,AND,7.357142857142857
296,AND,7.357142857142857
258,OR,21.285714285714285
296,OR,21.285714285714285
213,AND,2.4857142857142858
225,AND,2.4857142857142858
213,OR,42.142857142857146
225,OR,42.142857142857146
331,AND,1.0
85,AND,1.0
331,OR,21.785714285714285
85,OR,21.785714285714285
304,AND,1.0
366,AND,1.0
304,OR,41.542857142857144
366,OR,41.542857142857144
228,AND,11.728571428571428
246,AND,11.728571428571428
228,OR,33.614285714285714
246,OR,33.614285714285714
255,AND,16.1
53,AND,16.1
255,OR,16.65714285714286
53,OR,16.65714285714286
312,AND,26.37142857142857
101,AND,26.37142857142857
312,OR,26.82857142857143
101,OR,26.82857142857143
110,AND,1.0
243,AND,1.0
110,OR,27.242857142857144
243,OR,27.242857142857144
204,AND,23.357142857142858
70,AND,23.357142857142858
204,OR,16.214285714285715
70,OR,16.214285714285715
310,AND,1.0
365,AND,1.0
310,OR,39.642857142857146
365,OR,39.642857142857146
329,AND,13.6
195,AND,13.6
329,OR,41.22857142857143
195,OR,41.22857142857143
125,AND,1.0
186,AND,1.0
125,OR,20.114285714285714
186,OR,20.114285714285714
249,AND,3.757142857142857
364,AND,3.757142857142857
249,OR,41.18571428571428
364,OR,41.18571428571428
340,AND,4.571428571428571
286,AND,4.571428571428571
340,OR,39.3
286,OR,39.3
70,AND,1.0
345,AND,1.0
70,OR,25.228571428571428
345,OR,25.228571428571428
364,AND,22.4
43,AND,22.4
364,OR,14.928571428571429
43,OR,14.928571428571429
28,AND,1.0
170,AND,1.0
28,OR,13.885714285714286
170,OR,13.885714285714286
256,AND,13.014285714285714
169,AND,13.014285714285714
256,OR,34.042857142857144
169,OR,34.042857142857144
110,AND,7.557142857142857
89,AND,7.557142857142857
110,OR,21.742857142857144
89,OR,21.742857142857144
136,AND,9.7
352,AND,9.7
136,OR,18.571428571428573
352,OR,18.571428571428573
277,AND,8.485714285714286
174,AND,8.485714285714286
277,OR,15.742857142857142
174,OR,15.742857142857142
342,AND,1.0
136,AND,1.0
342,OR,28.071428571428573
136,OR,28.071428571428573
330,AND,19.585714285714285
175,AND,19.585714285714285
330,OR,17.185714285714287
175,OR,17.185714285714287
131,AND,1.0
143,AND,1.0
131,OR,17.985714285714284
143,OR,17.985714285714284
313,AND,22.5
306,AND,22.5
313,OR,25.67142857142857
306,OR,25.67142857142857
367,AND,18.042857142857144
234,AND,18.042857142857144
367,OR,29.15714285714286
234,OR,29.15714285714286
105,AND,1.0
348,AND,1.0
105,OR,27.7
348,OR,27.7
142,AND,8.4
59,AND,8.4
142,OR,16.52857142857143
59,OR,16.52857142857143
268,AND,1.0
161,AND,1.0
268,OR,24.12857142857143
161,OR,24.12857142857143
48,AND,12.957142857142857
359,AND,12.957142857142857
48,OR,20.02857142857143
359,OR,20.02857142857143
150,AND,1.0
215,AND,1.0
150,OR,18.085714285714285
215,OR,18.085714285714285
73,AND,20.185714285714287
362,AND,20.185714285714287
73,OR,13.2
362,OR,13.2
336,AND,1.0
297,AND,1.0
336,OR,41.642857142857146
297,OR,41.642857142857146
296,AND,1.0
108,AND,1.0
296,OR,28.114285714285714
108,OR,28.114285714285714
182,AND,8.8
123,AND,8.8
182,OR,22.52857142857143
123,OR,22.52857142857143
336,AND,19.6
62,AND,19.6
336,OR,8.485714285714286
62,OR,8.485714285714286
324,AND,12.357142857142858
263,AND,12.357142857142858
324,OR,28.242857142857144
263,OR,28.242857142857144
89,AND,6.671428571428572
153,AND,6.671428571428572
89,OR,17.442857142857143
153,OR,17.442857142857143
157,AND,13.657142857142857
115,AND,13.657142857142857
157,OR,14.028571428571428
115,OR,14.028571428571428
154,AND,2.2857142857142856
273,AND,2.2857142857142856
154,OR,22.728571428571428
273,OR,22.728571428571428
142,AND,9.614285714285714
